# CIE bound-bound cooling efficiency for Si (Z=14)
# Source: CHIANTI v11.0.2 via ChiantiPy ion.boundBoundLoss
# Units: erg cm^3 / s, per ion per electron, low-density limit (n_e = 1 cm^-3)
# T grid: 121 log-spaced points, 10^3.00 K -> 10^9.00 K
# Generated by pyathena/photchem/data/build_cool_tables.py
#
# log_T_K        L_Si0          L_Si1          L_Si2          L_Si3          L_Si4          L_Si5          L_Si6          L_Si7          L_Si8          L_Si9          L_Si10         L_Si11         L_Si12         L_Si13         L_Si14       
         7.1500   2.244982e-24   4.161119e-24   7.641663e-24   2.381763e-23   2.717571e-23   4.330161e-23   7.042499e-23   1.084473e-22   1.516684e-22   2.014419e-22   2.561824e-22   1.460243e-21   3.350144e-21   3.034870e-21   0.000000e+00
         7.2000   2.091414e-24   3.879789e-24   7.612750e-24   2.471328e-23   2.551476e-23   4.044266e-23   6.564232e-23   1.010089e-22   1.411410e-22   1.873872e-22   2.463878e-22   1.399937e-21   3.221499e-21   2.905145e-21   0.000000e+00
         7.2500   1.942519e-24   3.607015e-24   7.585064e-24   2.573842e-23   2.391486e-23   3.770044e-23   6.107028e-23   9.391915e-23   1.311259e-22   1.740647e-22   2.370678e-22   1.341078e-21   3.097308e-21   2.781027e-21   0.000000e+00
         7.3000   1.798868e-24   3.343912e-24   7.556994e-24   2.689980e-23   2.237569e-23   3.507885e-23   5.671016e-23   8.717589e-23   1.216108e-22   1.614340e-22   2.281098e-22   1.283795e-21   2.977361e-21   2.661981e-21   0.000000e+00
         7.3500   1.660888e-24   3.091313e-24   7.527009e-24   2.820460e-23   2.089490e-23   3.258002e-23   5.256356e-23   8.077624e-23   1.125899e-22   1.494709e-22   2.193754e-22   1.227907e-21   2.861745e-21   2.547773e-21   0.000000e+00
         7.4000   1.528889e-24   2.849813e-24   7.493686e-24   2.966054e-23   1.947205e-23   3.020046e-23   4.863200e-23   7.471708e-23   1.040566e-22   1.381629e-22   2.107701e-22   1.173220e-21   2.750426e-21   2.438339e-21   0.000000e+00
         7.4500   1.403090e-24   2.619808e-24   7.455708e-24   3.127591e-23   1.811074e-23   2.793510e-23   4.491227e-23   6.899615e-23   9.600437e-23   1.274971e-22   2.022955e-22   1.119631e-21   2.642649e-21   2.333447e-21   0.000000e+00
         7.5000   1.283633e-24   2.401530e-24   7.411868e-24   3.305958e-23   1.681459e-23   2.578312e-23   4.139569e-23   6.360947e-23   8.842741e-23   1.174616e-22   1.939699e-22   1.067193e-21   2.537434e-21   2.232411e-21   0.000000e+00
         7.5500   1.170602e-24   2.195082e-24   7.361078e-24   3.502106e-23   1.558447e-23   2.374783e-23   3.807392e-23   5.854289e-23   8.131802e-23   1.080453e-22   1.858067e-22   1.015988e-21   2.434702e-21   2.134580e-21   0.000000e+00
         7.6000   1.064035e-24   2.000466e-24   7.302393e-24   3.717046e-23   1.441877e-23   2.183166e-23   3.494575e-23   5.377731e-23   7.465566e-23   9.923516e-23   1.778285e-22   9.660942e-22   2.334835e-21   2.039930e-21   0.000000e+00
         7.6500   9.639276e-25   1.817606e-24   7.235019e-24   3.951851e-23   1.331550e-23   2.003242e-23   3.201178e-23   4.929906e-23   6.841205e-23   9.100089e-23   1.700689e-22   9.175881e-22   2.237850e-21   1.948585e-21   0.000000e+00
         7.7000   8.702423e-25   1.646361e-24   7.158324e-24   4.207657e-23   1.227330e-23   1.834560e-23   2.926980e-23   4.510593e-23   6.256395e-23   8.330216e-23   1.625444e-22   8.705400e-22   2.143325e-21   1.860380e-21   0.000000e+00
         7.7500   7.829083e-25   1.486540e-24   7.071845e-24   4.485672e-23   1.129138e-23   1.676649e-23   2.671217e-23   4.119639e-23   5.710476e-23   7.610484e-23   1.551876e-22   8.249593e-22   2.051124e-21   1.774983e-21   0.000000e+00
